长得好看才叫海王 像你这种只能叫水鬼,1
你父母是做化学的吗 你看起来像试验品诶,1
大家都是炎黄子孙 怎么就你是天生地养的呢,1
感觉你的智商和脐带一起剪断了   ,1
我至今无法相信,1
你会是数亿万个精子里跑的最快的,1
你是数字界和英文界的二把手,1
当我还试图在你身上寻找美的时候,1
我就彻底绝望了,1
我的眼睛不是染缸 装不下你的各种脸色,1
是下水道的黑暗 造就了您不懂礼数的浅薄,1
说话这么好听 上完厕所一定擦过嘴了叭,1
僵尸兴奋地打开你的头盖骨,1
失望地走开了 旁边的屎壳郎眼前一亮,1
我想打电话给你聊聊三观,1
哈哈哈开玩笑的 我哪有时间 你哪有三观,1
草船上借的不就是你吗,1
你长得就和二维码似的,1
不扫一扫还真不知道是个什么东西,1
你长得很有考古价值啊,1
真的期待您全家在奈何桥畔表演千手观音的春晚直播,1
你找兄弟姐妹得去动物园 甚至要离开地球,1
现在男的长的越来越祸国殃民了,1
有头在空中飞得口吐白沫的牛,1
要我帮它下来 唯一的方法是让你闭上嘴,1
我有了孩子必须让你教他 还要教他历史,1
看一眼你的脸 中华五千年全记住了,1
我喜欢的东西很俗 但确实能让我快乐,1
你也很俗 但你不是个东西,1
公主发脾气才叫公主病 你那叫什么,1
你那叫野鸡情绪失控综合症,1
好看的女孩互相欣赏 丑陋的猪精才嫉妒,1
你俩真般配 看来月老的垃圾分类挺到位的,1
听你说话 一种智商上的优越感油然而生,1
有时间去多晒晒太阳 做做美黑,1
然后去动物园看看缺不缺猩猩吧,1
大清都亡了怎么还有太监呢,1
我怎么敢碰你呢 我怕我买洗手液买穷自己,1
你瞅你跟个斑马脑袋似的头头是道,1
臭泥鳅沾点海水还真把自己当海鲜了,1
您抓周拿到的是键盘吗,1
您上辈子是缝纫机吗 这么会拉踩,1
现在的手机这么智能吗 猪都能拱字了,1
两块钱的尺子都有二十厘米 你有吗,1
豆腐都有脑 你却没有,1
小嘴抹了开塞露似的 老往外喷,1
我有密集恐惧症 不能接近心眼子多的人,1
您是不是这几天肠胃不好把脑子给拉出来了,1
你是亚里士多德的妹妹珍妮玛士多吗,1
不会聊天就不要聊了,1
我撒把米到键盘上鸡都啄得比你会说话,1
请问你是秋高吗 我都被你气爽了,1
你可真是癞蛤蟆装小青蛙 长得丑玩的花,1
人类进化的时候你是躲起来了吗,1
你象棋下得挺好的吧 看你马后炮挺在行的,1
用一句话形容你吧 人面不知何处去,1
说话这么毒，你前男友尿毒症吧。,1
多照照镜子，很多事情你就明白原因了。,1
我看你像上个世纪七十年代的美国经济。,1
装了GPS吗，清楚自己的定位吗?,1
你好，蒙娜丽莎的姐姐“珍妮玛莎”。,1
认识的人多了，突然觉得狗也很可爱。,1
原来身残志坚就是您这个模样，受教了。,1
你那张大脸涂口红，好像那个煎饼果子刷大酱。,1
愿你吃饭有人喂，走路有人推。,1
你三观很正，就可惜五官不行。,1
看你说话的逻辑，直肠通大脑吧。,1
真羡慕你的皮肤，保养的这么厚。,1
我看你像上个世纪七十年代的美国经济。,1
百度搜不到你，搜狗一定能搜到。,1
你自从得了神经病，整个人都精神多了!,1
有病你治病，你别找我啊，我又不是兽医。,1
这位妹妹可有上过学，现吃什么药。,1
人类进化的时候你躲起来了吧。,1
脑袋不用，留着当遗产吗,1
你是什么牌子塑料袋，这么能装,1
看的出来，你是第一次做人，没什么经验。,1
“Porsche的方向盘也太硬了吧，开一圈下来手都酸了，为什么那么多人喜欢…我是真的开不来！”,1
“老公竟然送了我一辆粉红的兰博基尼，这颜色选的也太直男了吧，哎，怎么跟他说我不喜欢这个颜色呢？”,1
“直男送礼物是不是只会送口红啊，家里口红多得我长108张嘴都涂不完了...”,1
哟，题主这么厉害，我哪敢回答啊？！,1
看，急了急了。,1
你孝起来真好看。,1
僵尸兴奋地打开你的头盖骨，失望地走开了，旁边的屎壳郎眼前一亮。,1
我想打电话给你聊聊三观，哈哈哈开玩笑的，我哪有时间，你哪有三观。,1
草船上借的不就是你吗?,1
你长得就和二维码似的，不扫一扫还真不知道是个什么东西。,1
你长得很有考古价值啊。,1
真的期待您全家在奈何桥畔表演千手观音的春晚直播。,1
你父母是做化学的吗，你看起来像试验品诶。,1
你找兄弟姐妹得去动物园，甚至要离开地球。,1
现在男的长的越来越祸国殃民了。,1
有头在空中飞得口吐白沫的牛，要我帮它下来，唯一的方法是让你闭上嘴。,1
我有了孩子必须让你教他，还要教他历史，看一眼你的脸，中华五千年全记住了,1
就这？就这？,1
就你？,1
你在教我做事？,1
哟，了不起了不起。,1
哦，那你很棒棒哦,1
嗯，然后呢？你就这会这个吗？,1
所以注定我这辈子是做不了商人妈蛋,0
无论是心情多么低沉的夜晚，天光大亮后都是崭新的开始。,0
帽子怎么就变绿色幸好只是试一下,0
不想当个好人，好人的背后有多少的心酸害怕喝醉酒的人，害怕他们做出无法挽回的事情是真的会醉么？还是找个机会发泄出平时不敢说的话，不敢做的事呢，这样失控的人，真的很可怕2016.10.1晚上八点二十八分,0
一种爱是你可以为她去死；还有一种爱是得为你爱的人好好活着。,0
考了两次普通话，每次都离目标差一点点，就一点点！！要被气死了！！,0
尼玛吓死我了，人家剪个头发回来跟劳改犯一样短的可怕，后面什么鬼[黑线][黑线][黑线][白眼][白眼],0
活在阴影里这么久，还不是出来的时候,0
小紧张~不过美美羊和圆圆媛要去看我表演，好开森啊！,0
感觉自己被一杯红茶玛奇朵给收买了不开心,0
你以为你是谁啊。就你这样的，，，，我也是醉了！,0
是安徽省规模较大的科技中介机构之一。,0
本标准由第七分会“书刊号标准化工作组负责起草。,0
这样折磨我真的好吗？为什么我背的题一道都不考，伐开心,0
一个人真无聊，美食都没味了，你要在就好了…唉………,0
早上和妈妈生气，居然说，找个新妈妈,0
把孩子的涂鸦做成长毛绒玩具！一切来自一个真实的灵感：一位母亲把她四岁儿子的涂鸦做成长毛绒玩具。(via风过山),0
这个村的年轻人大多数都出外打工。,0
#linther说#以前，他从来不对我说晚安，就算每次我发了晚安，他只会回“拜”。今天，他主动说了“晚安”，我心里一惊，又觉得是不是自己想多了。,0
除此之外比较让我恐惧的就是，自己的智商是有限的，有的东西我可能一辈子都理解不了，但是却有人能够轻易的理解。就像看着自己怎么伸手都够不着的果实被别人轻易的摘去了一样。而且那里明明还有很多果实，我能看得到但是一辈子都够不着。想想真是让人害怕啊。不甘心也没有用，为什么我不是天才呢。,0
手机买了12天就降了300，摩托你的手机情怀呢？,0
形成的土壤为潮沙泥和潮沙泥田。,0
卧槽！！！！！！禽兽！！！！！！！！,0
为什么老师看见我的桌面会问我：“你平时是不是打游戏？”,0
棉花一枝独秀？难道看不见服装业的形势？,0
前身为始建于1892年的“宽仁医院。,0
最近追三国演义，曹操要刺杀董卓，关键时刻吕布突然进来，曹操转势跪献宝刀，吓一头脑袋汗，这个演技我给后来刺杀收留他的吕伯奢一家看的心惊,0
【女生健康睡眠】女生一旦晚睡早起，生活作息就会严重违背生物钟，易成为慢性失眠。有睡眠问题的女生是男生的1.5倍，有慢性失眠问题的女生是男生的1.3倍。睡不好的女生常有脑中风心血管疾病的患病风险。女生每天最好睡足8小时，不要少于6小时。中午最好休息半小时到1小时。晚上最好10时左右睡觉。,0
从听《callmemabye》到现在，今天第一次看歌曲的MV，拍的很唯美，女主很小清新，男主很阳光很帅气，but，最后的结局却是：那么迷人好看的男主，他callmemabye的对象竟然是乐队的吉他手，他喜欢的是男的。,0
过了太久安逸的生活了，被最近一系列的国际大事惊呆了，这是什么节奏,0
5月22日上午9：00——10：30，申报高中、中职、实习指导教师资格人员教育教学能力测试笔试；,0
想自己装个软件，咋这难呢？？想骂人,0
加州最有名的意面，披萨，居然也要排队，蒜香虾球面，宫爆虾球面，好吃,0
真是火大做了一遍乱码白做重做又乱码破系统能不能不闹,0
似乎又被禁言了渣浪你想怎样，我的vip是白开的吗？,0
心里好烦好烦好烦好烦你们不熟你妹啊那你上课的干嘛跟她讲话卧槽靠靠靠！烦死了还笑那么开心我去你大爷你怎么跟她不熟了我靠,0
我没有你们那种与生俱来的自信…也或许曾经有过…?,0
到海关办了退运，花了286，肉疼,0
看完恐怖片才意思到自己是一个人睡旅馆，楼道隔音不好能听到脚步声，楼下还有那种服务，害怕到没有困意,0
谢谢honey们帮我庆祝生日！！！谢谢你们的祝福，谢谢身边的所有人！爱你们,0
一到下雨天就莫名的惆怆，下一秒情绪就完全奔溃，闭着眼睛忍不住的流眼泪，这种情绪陪伴自己已经有一年半了。我想哪种心酸，委屈，无力辩解，和深深的遗憾只有这淅淅沥沥的雨声知道,0
熬到了天亮，好神奇一点睡意都没有,0
终于………以前都是在上面的��柔板跟催眠曲似的，豆说他弹的速度比她数钱还快,0
感觉很不好，需要音乐平复我躁动的内心！���,0
"2011.11.24,11:58分，《垫底辣妹》里最后因为一向被自己忽视小看的女儿考试了梦想中的大学，爸爸背起女儿....我竟然想大喊一声：你如果此刻冲到我面前来找我我就原谅你.....呵呵...",0
全场比赛结束，阿森纳3:0战胜萨格纳布迪纳摩，桑切斯闪耀全场，接下来欧冠最后一场生死战，让我们去希腊赢两球或者3:2的比分,0
一觉醒来你发现你梦到的人身边不是你你的未来也不会有他心里的一阵失落感和难受就会升起,0
而起关键是在燃油的精确配置和废气的后置处理，各多的电子新科技将运用到新一带柴油机上。,0
纯君也在玩touken的节奏？,0
只想说，有些人完全不懂什么叫人情味，既然你不懂人情味，也枉费做一个人，那么我也就不用把你当人看，尼玛，心塞，是很塞,0
1986年在遗传病研究中，张乃赓新发现了6种8例遗传病，获黑龙江省计划生育委员会遗传病研究一等奖，并获黑龙江省科技进步三等奖。,0
为啥子都喜欢赶在中午饭点过来啊啊啊，你们午休能不能也让我们歇会,0
字迹潦草却不失内涵，宿舍不拔插线板写的检讨大二的我们身不由己呀，真心不知道怎么写,0
更年期的女boss真的让人受不了，烦躁,0
今天晚上给别人写推优的什么东西，还有选修课，明天晚上要交的物理实验数据还没处理，周六要考综合交通，没复习，还正好是物理演示实验的那天，还有一个月考四级，没怎么背英语，听课听不进去，跑步停了半个月了，锻炼虽然一直在做着，但是晚上开始吃了，负能量爆棚，真糟糕,0
第二十一条??严禁弃婴、溺婴、非法收养子女。,0
空闲时间太多，就会胡思乱想，以至于唤醒了心中的彷徨。,0
老舍《黑白李》：“黑李是我的好友，因为常到他家去，所以对白李的事儿我也略知一二。,0
阳气就是阳清之气，阴阳二气混杂从而化育了万物。,0
永远在变的计划，你什么时候能让我追上你！！！！,0
吃个宵夜而已嘛你就开始痛痛痛了.6点还要起床.我只想安安静静睡个觉.乖!不要折磨我了呵.,0
听得太多命中注定，看来得准备自己一个人好好过了……一切是好是坏我都欣然面对！,0
这支DirtySouth名团组建于1991年，全部团员来自佐治亚州首府亚特兰大市，成员分别为Cee-Lo、Khujo、T-Mo和BigGipp等四人。,0
梦见某国发现某病毒强化人体，收集了一批志愿者和选中的军人来试验，不行的会被淘汰。病毒感染的人对宿主会天然有好感，但是满足宿主条件的很少，好容易集齐了所有条件找到了一个人，但要很残酷的全部打碎重组，然后经过强化宿主和被病毒感染的人的关系就可以组建一支绝对服从的强大军队。,0
换季降温也想美美的？一条围巾就足够啦！小法为大家普及几种冬天最常用的厚围巾的系法，赶快叫着小伙伴，一起get√起来吧！,0
我竟然才知道我有一个富二代加官二代加红二代的朋友,0
画个圈圈诅咒你！（臭老头）脏鬼！,0
一早起来陪伴自己3年的那根笔居然不见了真心是找不到了,0
全村辖1个村民小组，其中从事第一产业人数110人。,0
一首摇篮曲搞定一个吃货，那也是神了,0
小区取缔垃圾桶，以后没有大爷来每天收拾两次垃圾桶了，我好怀念收垃圾的大爷，有大爷的日子垃圾想扔就扔,0
两个班的差别怎么辣么大一天给你们上课焦死人,0
@新浪微博你个碧池，设置的什么破功能，不是说好的仅自己可见吗？tellmewhy？你个碧池！,0
天阴下雨，浑身酸疼的赶脚，不喜欢,0
开会开到现在，饿成�了，我想妈妈,0
总是忙忙叨叨到现在，但是泡过脚之后睡觉真的很舒服。昨天晚上梦见二肥，我很想你，陪我一起长大的你，在那边要好好的。,0
我也不太懂为啥要保持最坏的打算，担惊受怕过三年，并且担忧越来越强烈。希望结果出现的时候，不会影响正常的生活。,0
不是抱怨。而是根本想去拿着所有东西摔他脸上告诉他你妈逼啊！卧槽！,0
今天又拔出这么多白发，我还年轻离我远点,0
每一个管理者都可以对照拉伯福所说的这十种错误，举一反三，验照一下自己是不是犯过类似的错误。,0
现在的警察都是这样办事的么？！,0
看了多篇报道，有植入广告嫌疑，西方人能干得出来？,0
胖了胖了胖了，怎么才可以不受美食的诱惑。真的胖了,0
改变命运的时候来了，可惜不够分，有点失落,0
今天是宝小姐第一次，参加学校举行的“万圣节”…看来玩的好开心,0
真的很后悔以前的微博都删了好多东西都找不回来仅剩一些残余的记忆,0
[婴儿]#Day98#第一次摔下床，现在还心有余悸。并没有一直哭，哄一会吃完奶就睡着了。看着满脸蚊子包熟睡的你，真是后悔，心疼！这是第一次一定也是最后一次。,0
"我的神哦,还好我不但不泡脚，而且从来不洗脚赶紧泡会压压惊",0
今天是个倒霉的日子…………………,0
如果把信息发给接受不到的对方，可以很直接，不用这么纠结,0
外国学者称它为“中国17世纪的工艺百科全书。,0
月华寒子夜，更漏待天明。梦中忽觉醒，回寰一息中。,0
典型的外在报酬为经济薪酬，即货币薪酬。,0
做这道菜的心里过程：在菜场看的时候，它们一个个喷着水撒欢，买回家清洗的时候它们都害怕地紧闭着盔甲，由于泥太多，我用力清洗时发现把一个壳弄碎了，觉得它们好可怜~炒的时候很纠结，把它们一个个炒死了~他们有没有神经系统啊？但熟的时候闻到香味我就忘了它们生前的所有，人类好可怕,0
看了几日的视频教程终于狠下心安静的去织了感觉还挺不错的妈妈老公都说还不错心里挺开心,0
做过的选择极少给你回过头更改的机会，又没勇气抛下所有另辟一蹊径，只得努力奋斗，使最初的选择变成正确。,0
如果哪位有幸考中了第一名状元，不仅能得到高官厚禄，还可以名扬天下。,0
1906年转入镇平县立第一高等小学堂，次年，考入县立师范传习所。,0
特么即participation后，reflectivewriting成为了我最恶心的体裁1000的反思花了我四天天天检讨才憋完……,0
万历十七年受封世子，天启元年，袭封周王。,0
自己买的东西冒着雨也要拿回来，要走那么远内心是崩溃的,0
我就想问一下@杭州市民卡你们是怎么做到过去一周不管什么时候打你们客服电话都是“服务代表正忙”的忙音。,0
刚刚上床，肩膀ba了一声，感觉整个左肩都不好了疼,0
从以前到现在都是这样，会恐惧将来发生的事，会恐惧将来对那个时间的否定。会害怕自己的麻木。即使回过头去想以前的事，并没有什么。但是现在当前的时间点上，让我去想将来会冷漠的看这样的自己，让我害怕不已。,0
想吃什么的时候正好能吃到这一定是世界上最幸福的事情之一,0
在他们喜闻乐见的环境中引导他们！鼓舞他们向那些真善美学习、这样我们的国家！我们的民族，我们这一代的大学生才是有希望的！,0
看完后，怎么会有这么大胆女孩，恐怖[惊恐]！这个个社会，真的什么人都有。不能随便发定位这些了！好恐怖！,0
网又没了，又在挂流量，要崩溃。,0
妈蛋的TB坑爹的无良商家！挣黑心钱也不怕遭雷劈！怎么说都不理人！给我气不行了！,0
就这样，我三个月来的纠结和痛苦就这么过去了。回头看的时候，依然还是心有余悸。一路艰辛，终得其所，虽不是如愿以偿，但已尽力，自己努力无愧于心，但深得教训。此事为今后之参照，愿再接再厉！,0
耳边听着“不要告别”，又想起了五六月的武汉，空气是潮湿的，也是人心惶惶的，太多人要离开，要告别，我也在惴惴不安和不舍中离开，现在想来在武汉的两年是最自由的，又想到了璐璐和黑学霸……,0
说好的起来看书，一觉过午。饥肠辘辘煮面，发现没盐了，等了半天面还没熟，原来跳闸了，重新来过等，还没熟，奥，原来插头掉了…我顶！老子他妈不吃了,0
安静的可怕，这个时候应该看个恐怖片[惊恐],0
又停电fuck有多少事都我不能干了,0
事实证明，十一过后我就拆蚊帐是多么的错误！这几天没一天睡好的，平均每晚都要三四个蚊子，谁家像我们这么多啊？家里会不会有蚊子窝？我认输了，明天重新把蚊帐装上今晚这个我还没找到，关灯就嗡嗡，抓狂死了,0
你看到是世界都是被包装过的，就像纳尼亚传奇里白皇后变出热奶茶和巧克力，最后都化作一团冰凉的白雪。大家说着言不由衷的话，口是心非的说他们爱你，支持你。却又在心里偷偷地埋怨你。就是这样的吧。,0
每次回忆起来都是满满的温暖和感动,0
@苑洛fover婧祺说：“你是弯的！”我没反应过来：“啊？”然后顺着她指得方向一看，原来是月亮,0
10月才刚刚开始，已经给2017年预约了三件大事。在日本似乎习惯了一切提前安排，似乎计划让我们的生活丰富多彩并井井有条，但有时也会有些小迟疑想想它是不是真的好，拖拉时间向前的同时，不免也有种惧怕被时间碾轧的小恐惧。,0
快速化解愤怒的是与愤怒不相干的工作。工作，没有感情色彩，客观存在，可以集中注意力，也可以消耗体力……,0
一回到寝室就开始做ppt!我真是要崩溃了！脑袋里的想法那么好，为什么就是做不出来呢！先是一个技术问题，搞了三四个小时解决后，又找不到合适的图！我真的心好累！痘痘都长一脸了明天我就是不吃不喝不睡也要把ppt做出来！再求有没有人有眼睛鼻子嘴巴耳朵头发特征明显的卡通图�,0
12月乌鲁木齐市环保局和市教育局命名乌鲁木齐市第二十三中学为“市级绿色学校。,0
圆通快递，暴力运送！都成这样了，竟然说没有当面验收，完全在推脱责任！,0
《小萝莉的猴神大叔》国界之门打开那一刻什么宗教国家矛盾统统靠边站感情不分国界特别感人的电影好看就是了�,0
很好又失眠了!!,1
"很好!在农场里贫富差距很大,有钱人都没得偷",1
莫拉克...你好样的...想不到你还真有两下子的...,1
"很好,那款什么昂贵到爆的麦卡伦年,后劲魔力可真不是普通人能领教的,大高良姜,乳香,埃及红没药,缬草全倾力而出再不行,我要请道士来驱走它在我体内的酒魂",1
很好...经过早上的系统维护之后，我仓库里的钱只剩!!,1
很好，餐城挂了，我的评价又要掉到谷底了,1
次回归方程式+++很好!我跟你杠上了,1
很好！昨天在帮我妹试这玩意，我成功安装了，结果他一直失败，后来想说网页一直出现广告好烦，我就把它移除。结果...结果！我的网路就断掉了！！！说找不到我的........吼~~~~~~~~~~~~~~,1
专题、义工、行前说明、环境钓螃蟹、报告整理加打工！！很好，一个礼拜才七天，没一天空闲的~真的深深觉得在长庚会累死......,1
现在很无言......很好，反正都登不进，闭嘴就是了!,1
天气真的很好!好到我非常的冷!好想回家拿长袖的衣服了~这礼拜六不用上班，早知道星期五就请假了…再回嘉一趟!可是来不及了~今天才请假太晚了!回嘉的日期，遥遥无期…我看我就买一件新外套，或者叫爸妈寄一件外套上来，反正我有把长裤都带上来，冬天就上半身穿短袖+外套!!,1
那提+桂格大燕麦片碰出新泻药!很好用~可以减肥!,1
太好了!!!飞蚊症越来越明显了!!!,1
很好呀！我现在喉咙又痛了，我是跟哪里不合压~',1
很好...我妈骑车撞我的车...,1
很好..图书馆又要关门了..还是有很多事还没做完,1
"不知是不是因为太早起了,脑袋不清楚,我竟然把卡插入卡槽,塞进去............还知道要推到底...很好!拿不出来了,都还没开机,就又要送回去了",1
很好...要开始学了!不过还是要在上写比较快+,1
刚失业就被开罚单，老天爷对我还真好...,1
得奖公布一延再延你很好阿你，评审名单不是该几个月前就确定了，怎么会关键时刻才来说目前评审都在国外所以决审顺延!理由不充足啦!!!,1
很好，我的「又」发生不明错误了...这真是这世纪最很伟大的发明啊...,1
很好…现在连开机都开不了了…最近真的很不顺，还得筹钱买电脑，真惨～',1
很好~很好~昨天失眠凌晨点才睡早上点就起床...我现在都不知道坐在电脑前面的是谁了,1
很好...有人得到了新流感....救救我...我要离开这里!!!',1
很好，上的也升级到在中文输入法下按会回到上一页的版本了换回,1
"被饬回,太好了'我会被小朋友吓死",1
好事情在我身上不会超过一天，真是太帅了,1
很好~我的小桃红净重.!!!!那我是要带个屁呀.....!!!!!!!,1
很好很好发烧了我觉得快往生了',1
嗯~~很好!该换设计师了!!,1
很好...竟然在胃痛...是叫我吃宵夜的意思吗,1
"很好,第八张!!!!!警察先生,你是不是爱上我了",1
太好了...我再作下去就能达到「脑容量不足」...虽然说服别人不是一件难事，但可不可以先搞清楚来龙去脉再叫我去说服呀.........,1
真是太喜欢台风野台去不了就连飞机也坐不成了。,1
很好我很有可能下午开始就不能上扑了,1
很好！这周明显感觉到期中报告压力降临，可是我还没ｈｉｇｈ完我的生日噢......,1
很好！睡不着就是睡不着，明天又想翘课了。,1
我真是太幸运啦！今天朋友抽签，竟然抽到里面最老的一位奶奶，８４岁。我真的是开心到不知道要说什么．．．就是傻很大～而且他又喜欢话中代日语，所以我想．．这次专题真的很有挑战性～,1
很好个噗浪~你可以在跑慢一点...,1
"很好工厂的厂务小姐已经来上班好多好多年了,跟我说她不会用发会议通知!!ㄍㄋㄋ勒!!来上班只会切水果有屁用喔!!ㄇㄉ!!妳的薪水也给我我就帮你发通知!!",1
真是太好了...我现在连都要做了,1
很好.....去面试试做的东西都做的很烂!,1
很好，原来不用到生小孩就有妈妈手~,1
听巧芳说我的笔电坏了，很好，车子坏了电脑也坏了，阿阿阿阿阿阿啊～～～哭哭！',1
很好，我真的感冒了我这周末要去玩的说',1
很好...好久不见的络枕,1
"很好,动作快就该死的原罪又出现了..最好是我有这么多只手可以做事!!!",1
真是太强了，跟组头吃那么多次饭都没有拿钱＠＃＄％＆,1
很好嘛！臭皮的上吐下泻好了，换我们当大人的！,1
今天真是太太太幸运了~在台九线上开车，大卡车迎面而来，不知从哪儿飞来一颗拳头大的石头，秒秒的时间，恰恰好直落在我的轿车车体上方!碰的巨响吓我ㄧ跳还好人车平安。,1
"昨天四点睡+今天早上七点半被小朋友吵醒,很好,老娘只睡三个半小时而已耶!!",1
如此早起真是太黯然太消魂，可是我是被逼的',1
假日、很好！去洗碗～～～,1
济州欧巴尚还真不是盖的~画的手势可是架式十足~~的欠揍,1
很好，我就这样把票根拿在身上超过一个礼拜，一直忘记要给小，更好笑的是，我们最近明明还见面好几次,1
很好我今天满堂,1
中午开三小时会议，晚上又加开三小时..真是太精实太有效率了..,1
很好~现在连霜涂上去都会浮起来..脸真的是有够干..,1
.....没关系...很好...你就继续吧....,1
官夫人霸王车挡路天刘淑玲：这是我第次这样做第一次这种理由还真冠冕堂皇....,1
很好......烙枕了的样子......我要死掉了........,1
很好，我忙了一天然后现在咖马又没有一百了,1
很好..生了个病卡马又掉的比体重还快了,1
很好上礼拜一整个礼拜都没有运动~明天开始继续运动,1
"很好,非常好!!!我的载点源头全被该死的挡光光了....",1
"很好很好,继被锁后,现在也锁了,所以现在只能在噗回话了~",1
很好!现在展览设计部由我一人全包!我干麻不干脆自己开工作室算了!,1
很好ㄚ星期一要报告的改在意思是报告要重写',1
大恶魔越来越严重，吐到胆汁都出来了!今早又去看医生，〝肠胃炎〞，很好，病痛越来越多!每天都去医院报到....,1
很好~昨天忘了吃药~今天耳朵又淹水了,1
报价真是太黯然太销魂了..........,1
很好！我刚才上楼去用老公的电脑，才发现「ㄟ～啥时买了？为什么我都不知道？」而且他还大辣辣地放在书桌上，不要以为一堆黑妈妈的，就以为我分不出键盘、萤幕和！,1
很好今天是小时的疯狂加班,1
今天总骑乘时间小时分公里平均时速.公里很好我累了*,1
"很好,非常好,公司把小时全面锁死了!!以后我只能晚上用手机艰苦的上探望好朋友们了...'",1
"晚上在学校拖地时,突然..!$一声,拖把断了一截糟糕,原本想说能赶快做做,赶快回家,结果却还是搞的很晚,因为另一支拖把久了硬掉了要泡水,所以我还是利用时间先洗洗碗囉!打卡钟：..嗯!很好!慢了两分!",1
很好！电话声．鞭炮声．机车引擎声..........接下来是什么噪音！！！！,1
很好~度完假回来，就遇到大婶耍白痴,1
问出去玩的事这么不想回答，很好呀！我也不是很想淌这个浑水！搞得我好像求你。!,1
张先生对我还真好啊~~一回家就有一桶衣服在等着我...,1
我刚看到我厕所有一只大蟑螂...很好~~我快疯了~!!!!!!!!!!',1
很好!基金就快跌破大关了,1
很好!一回来就事情排排站!让我看书先...,1
很好!有个小人儿四点钟就起来唱歌了,1
你很好阿！好不容易的一个假期这就这么被你毁了,1
很好很好，现在什么都谈不下来！还是觉得很累,1
很好脚痛完了现在变胃痛痛死好了,1
很好...又过敏了!!我明明就没喝牛奶~可恶!!发红又发痒~是想搞疯我吗!,1
很好~我又要小时没睡觉啦,1
'很好我私藏ㄉ免税菸都抽完ㄌ...我要倒在地上大哭一场ㄌ...失业ㄉ人一包九十大洋ㄉ菸抽不起...,1
很好!!刚吃完早餐就漏塞...又浪费食物了,1
明天做到位子上从早自修考到放学，真是太酷了!!!!!搞得像快月考这样,1
很好!就每次都.的加上去吧!!....反正我还有一个月的时间才要冻结,1
很好~上不去不爽去了.....,1
"很好~~主管叫我明天自己一个人去桃园机场接澳洲来的贵宾,挫咧但阿~~~",1
每天平均下降三度，很好...,1
很好玩了一晚上又忘了踩线,1
